"Dolphin1","Dolphin2","IDPair","DyadML","Closekin"
"GAB","HFF","GAB.HFF",0,"N"
"GAB","HIC","GAB.HIC",NA,"N"
"GAB","HLL","GAB.HLL",NA,"N"
"GAB","HNK","GAB.HNK",0.019,"N"
"GAB","HOH","GAB.HOH",NA,"N"
"GAB","HOL","GAB.HOL",NA,"N"
"GAB","HOW","GAB.HOW",0,"N"
"GAB","HPP","GAB.HPP",NA,"N"
"GAB","HRA","GAB.HRA",NA,"N"
"GAB","HRS","GAB.HRS",0,"N"
"GAB","HUB","GAB.HUB",0,"N"
"GAB","HUL","GAB.HUL",NA,"N"
"GAB","HYM","GAB.HYM",NA,"N"
"GAB","HYR","GAB.HYR",NA,"N"
"GAB","IBL","GAB.IBL",0.0107,"N"
"GAB","IBX","GAB.IBX",7e-04,"N"
"GAB","IND","GAB.IND",0,"N"
"GAB","ITG","GAB.ITG",0.0017,"N"
"GAB","JAB","GAB.JAB",NA,"N"
"GAB","JAC","GAB.JAC",0,"N"
"GAB","JAG","GAB.JAG",NA,"N"
"GAB","JAH","GAB.JAH",0,"N"
"GAB","JAS","GAB.JAS",0.008,"N"
"GAB","JCR","GAB.JCR",NA,"N"
"GAB","JEL","GAB.JEL",NA,"N"
"GAB","JFR","GAB.JFR",NA,"N"
"GAB","JIT","GAB.JIT",NA,"N"
"GAB","JMC","GAB.JMC",NA,"N"
"GAB","JMY","GAB.JMY",0.0091,"N"
"GAB","JND","GAB.JND",0,"N"
"GAB","JNG","GAB.JNG",NA,"N"
"GAB","JNI","GAB.JNI",0,"N"
"GAB","JOK","GAB.JOK",NA,"N"
"GAB","JOL","GAB.JOL",NA,"N"
"GAB","JOY","GAB.JOY",NA,"N"
"GAB","JUI","GAB.JUI",0,"N"
"GAB","JUM","GAB.JUM",0.0063,"N"
"GAB","KEA","GAB.KEA",NA,"N"
"GAB","KES","GAB.KES",NA,"N"
"GAB","KIT","GAB.KIT",0,"N"
"GAB","KIY","GAB.KIY",0,"N"
"GAB","KNG","GAB.KNG",0,"N"
"GAB","KOA","GAB.KOA",0,"N"
"GAB","KST","GAB.KST",NA,"N"
"GAB","KWA","GAB.KWA",NA,"N"
"GAB","KWI","GAB.KWI",NA,"N"
"GAB","KYD","GAB.KYD",NA,"N"
"GAB","LAD","GAB.LAD",NA,"N"
"GAB","LAS","GAB.LAS",0,"N"
"GAB","LAU","GAB.LAU",NA,"N"
"GAB","LDO","GAB.LDO",0,"N"
"GAB","LEN","GAB.LEN",0.0127,"N"
"GAB","LEV","GAB.LEV",0.015,"N"
"GAB","LIC","GAB.LIC",0.0441,"N"
"GAB","LIF","GAB.LIF",0,"N"
"GAB","LIT","GAB.LIT",0.0027,"N"
"GAB","LLA","GAB.LLA",0,"N"
"GAB","LLO","GAB.LLO",NA,"N"
"GAB","LNS","GAB.LNS",NA,"N"
"GAB","LOO","GAB.LOO",0,"N"
"GAB","LYR","GAB.LYR",0.0066,"N"
"GAB","MDC","GAB.MDC",NA,"N"
"GAB","MDH","GAB.MDH",0,"N"
"GAB","MEO","GAB.MEO",0.0015,"N"
"GAB","MER","GAB.MER",NA,"N"
"GAB","MIN","GAB.MIN",NA,"N"
"GAB","MIS","GAB.MIS",0.0026,"N"
"GAB","MNG","GAB.MNG",0.0067,"N"
"GAB","MNM","GAB.MNM",NA,"N"
"GAB","MNV","GAB.MNV",0,"N"
"GAB","MOO","GAB.MOO",NA,"N"
"GAB","MOU","GAB.MOU",0.1112,"N"
"GAB","MOZ","GAB.MOZ",NA,"N"
"GAB","MRA","GAB.MRA",NA,"N"
"GAB","MSC","GAB.MSC",0,"N"
"GAB","MTS","GAB.MTS",NA,"N"
"GAB","MUN","GAB.MUN",NA,"N"
"GAB","MUR","GAB.MUR",NA,"N"
"GAB","MYS","GAB.MYS",0,"N"
"GAB","NET","GAB.NET",0,"N"
"GAB","NEV","GAB.NEV",NA,"N"
"GAB","NIB","GAB.NIB",NA,"N"
"GAB","NIC","GAB.NIC",0.015,"N"
"GAB","NIP","GAB.NIP",NA,"N"
"GAB","NIR","GAB.NIR",0,"N"
"GAB","NIT","GAB.NIT",NA,"N"
"GAB","NOE","GAB.NOE",0,"N"
"GAB","NOO","GAB.NOO",NA,"N"
"GAB","NUD","GAB.NUD",NA,"N"
"GAB","NUM","GAB.NUM",0,"N"
"GAB","OLI","GAB.OLI",0,"N"
"GAB","OMA","GAB.OMA",0,"N"
"GAB","OPY","GAB.OPY",0.0037,"N"
"GAB","OSI","GAB.OSI",NA,"N"
"GAB","PDR","GAB.PDR",0.0027,"N"
"GAB","PDT","GAB.PDT",0.0022,"N"
"GAB","PDX","GAB.PDX",NA,"N"
"GAB","PEG","GAB.PEG",0,"N"
"GAB","PGP","GAB.PGP",NA,"N"
"GAB","PHA","GAB.PHA",0,"N"
"GAB","PHO","GAB.PHO",NA,"N"
"GAB","PHX","GAB.PHX",0.0019,"N"
"GAB","PIC","GAB.PIC",0.0148,"N"
"GAB","PIL","GAB.PIL",NA,"N"
"GAB","PIX","GAB.PIX",NA,"N"
"GAB","PKA","GAB.PKA",NA,"N"
"GAB","PNF","GAB.PNF",NA,"N"
"GAB","POK","GAB.POK",NA,"N"
"GAB","POL","GAB.POL",0.066,"N"
"GAB","POS","GAB.POS",NA,"N"
"GAB","PRN","GAB.PRN",0,"N"
"GAB","PRS","GAB.PRS",NA,"N"
"GAB","PSI","GAB.PSI",0,"N"
"GAB","PSU","GAB.PSU",NA,"N"
"GAB","PTE","GAB.PTE",NA,"N"
"GAB","PUC","GAB.PUC",0,"N"
"GAB","PWE","GAB.PWE",0.011,"N"
"GAB","PZL","GAB.PZL",0,"N"
"GAB","PZZ","GAB.PZZ",0.0076,"N"
"GAB","QUI","GAB.QUI",NA,"N"
"GAB","QUO","GAB.QUO",NA,"N"
"GAB","RAP","GAB.RAP",NA,"N"
"GAB","RAZ","GAB.RAZ",NA,"N"
"GAB","RBD","GAB.RBD",0,"N"
"GAB","RDC","GAB.RDC",6e-04,"N"
"GAB","REG","GAB.REG",0,"N"
"GAB","REN","GAB.REN",NA,"N"
"GAB","REP","GAB.REP",NA,"N"
"GAB","RHO","GAB.RHO",0.0068,"N"
"GAB","RHY","GAB.RHY",NA,"N"
"GAB","RIP","GAB.RIP",0,"N"
"GAB","RKS","GAB.RKS",0.0126,"N"
"GAB","RKT","GAB.RKT",0,"N"
"GAB","RLF","GAB.RLF",0,"N"
"GAB","RPC","GAB.RPC",0,"N"
"GAB","RSH","GAB.RSH",0,"N"
"GAB","RSO","GAB.RSO",0,"N"
"GAB","RUF","GAB.RUF",NA,"N"
"GAB","SAS","GAB.SAS",NA,"N"
"GAB","SCA","GAB.SCA",0.0475,"N"
"GAB","SCH","GAB.SCH",NA,"N"
"GAB","SCR","GAB.SCR",NA,"N"
"GAB","SCT","GAB.SCT",0.0018,"N"
"GAB","SCU","GAB.SCU",NA,"N"
"GAB","SEM","GAB.SEM",0.001,"N"
"GAB","SEQ","GAB.SEQ",0.0098,"N"
"GAB","SER","GAB.SER",NA,"N"
"GAB","SGG","GAB.SGG",NA,"N"
"GAB","SHB","GAB.SHB",0,"N"
"GAB","SHC","GAB.SHC",0.0017,"N"
"GAB","SHO","GAB.SHO",NA,"N"
"GAB","SKF","GAB.SKF",0,"N"
"GAB","SKR","GAB.SKR",NA,"N"
"GAB","SKW","GAB.SKW",NA,"N"
"GAB","SLI","GAB.SLI",NA,"N"
"GAB","SLT","GAB.SLT",NA,"N"
"GAB","SLV","GAB.SLV",NA,"N"
"GAB","SMB","GAB.SMB",NA,"N"
"GAB","SNW","GAB.SNW",NA,"N"
"GAB","SOG","GAB.SOG",0,"N"
"GAB","SON","GAB.SON",0.0322,"N"
"GAB","SOP","GAB.SOP",0,"N"
"GAB","SPE","GAB.SPE",0,"N"
"GAB","SPO","GAB.SPO",NA,"N"
"GAB","SQE","GAB.SQE",0,"N"
"GAB","SQL","GAB.SQL",NA,"N"
"GAB","SQU","GAB.SQU",NA,"N"
"GAB","STV","GAB.STV",0.0085,"N"
"GAB","SUM","GAB.SUM",0,"N"
"GAB","SUP","GAB.SUP",0.0021,"N"
"GAB","SUR","GAB.SUR",0.0021,"N"
"GAB","SVD","GAB.SVD",0,"N"
"GAB","SYM","GAB.SYM",NA,"N"
"GAB","TAB","GAB.TAB",NA,"N"
"GAB","TAF","GAB.TAF",0,"N"
"GAB","TAL","GAB.TAL",0,"N"
"GAB","TAM","GAB.TAM",0,"N"
"GAB","TAT","GAB.TAT",NA,"N"
"GAB","TAW","GAB.TAW",0.1034,"N"
"GAB","TBA","GAB.TBA",NA,"N"
"GAB","TDL","GAB.TDL",2e-04,"N"
"GAB","TDM","GAB.TDM",NA,"N"
"GAB","TDO","GAB.TDO",0.0187,"N"
"GAB","THU","GAB.THU",NA,"N"
"GAB","TIP","GAB.TIP",NA,"N"
"GAB","TOG","GAB.TOG",0,"N"
"GAB","TON","GAB.TON",NA,"N"
"GAB","TOR","GAB.TOR",0.0206,"N"
"GAB","TRE","GAB.TRE",NA,"N"
"GAB","TRY","GAB.TRY",NA,"N"
"GAB","TST","GAB.TST",0,"N"
"GAB","TTM","GAB.TTM",0.0754,"N"
"GAB","TUF","GAB.TUF",0,"N"
"GAB","TUK","GAB.TUK",0.0039,"N"
"GAB","TUL","GAB.TUL",0,"N"
"GAB","TUN","GAB.TUN",0,"N"
"GAB","TUX","GAB.TUX",0.0041,"N"
"GAB","TWE","GAB.TWE",NA,"N"
"GAB","TWO","GAB.TWO",NA,"N"
"GAB","UHF","GAB.UHF",NA,"N"
"GAB","URP","GAB.URP",NA,"N"
"GAB","URS","GAB.URS",NA,"N"
"GAB","UVE","GAB.UVE",0,"N"
"GAB","VAM","GAB.VAM",NA,"N"
"GAB","VBE","GAB.VBE",0.0339,"N"
"GAB","VEC","GAB.VEC",NA,"N"
"GAB","VEG","GAB.VEG",NA,"N"
"GAB","VEN","GAB.VEN",NA,"N"
"GAB","VLT","GAB.VLT",0.0048,"N"
"GAB","WAC","GAB.WAC",0.0082,"N"
"GAB","WAN","GAB.WAN",NA,"N"
"GAB","WED","GAB.WED",NA,"N"
"GAB","WEE","GAB.WEE",NA,"N"
"GAB","WES","GAB.WES",7e-04,"N"
"GAB","WHE","GAB.WHE",0.0103,"N"
"GAB","WHL","GAB.WHL",0.0225,"N"
"GAB","WHN","GAB.WHN",0,"N"
"GAB","WHO","GAB.WHO",0.0066,"N"
"GAB","WHT","GAB.WHT",0.0154,"N"
"GAB","WHZ","GAB.WHZ",0,"N"
"GAB","WIF","GAB.WIF",NA,"N"
"GAB","WIY","GAB.WIY",0.0461,"N"
"GAB","WLB","GAB.WLB",NA,"N"
"GAB","WLV","GAB.WLV",0.0053,"N"
"GAB","WNG","GAB.WNG",0.0036,"N"
"GAB","WOF","GAB.WOF",0.0161,"N"
"GAB","WOM","GAB.WOM",NA,"N"
"GAB","WON","GAB.WON",0.018,"N"
"GAB","WOP","GAB.WOP",0,"N"
"GAB","WPY","GAB.WPY",0.0021,"N"
"GAB","WYL","GAB.WYL",NA,"N"
"GAB","YAD","GAB.YAD",NA,"N"
"GAB","YAN","GAB.YAN",NA,"N"
"GAB","YIN","GAB.YIN",NA,"N"
"GAB","YOG","GAB.YOG",NA,"N"
"GAB","ZAG","GAB.ZAG",NA,"N"
"GAB","ZEP","GAB.ZEP",0,"N"
"GAB","ZIG","GAB.ZIG",NA,"N"
"GAB","ZIP","GAB.ZIP",0,"N"
"GAB","ZOE","GAB.ZOE",NA,"N"
"GAF","GAN","GAF.GAN",NA,"N"
"GAF","GEK","GAF.GEK",NA,"N"
"GAF","GHA","GAF.GHA",NA,"N"
"GAF","GMP","GAF.GMP",NA,"N"
"GAF","GNO","GAF.GNO",NA,"N"
"GAF","GOB","GAF.GOB",NA,"N"
"GAF","GOD","GAF.GOD",NA,"N"
"GAF","GOO","GAF.GOO",NA,"N"
"GAF","GRF","GAF.GRF",NA,"N"
"GAF","GRG","GAF.GRG",NA,"N"
"GAF","GRV","GAF.GRV",NA,"N"
"GAF","GTL","GAF.GTL",NA,"N"
"GAF","GUA","GAF.GUA",NA,"N"
"GAF","GUM","GAF.GUM",NA,"N"
"GAF","HAB","GAF.HAB",NA,"N"
"GAF","HAL","GAF.HAL",NA,"N"
"GAF","HAM","GAF.HAM",NA,"N"
"GAF","HAT","GAF.HAT",NA,"N"
"GAF","HBB","GAF.HBB",NA,"N"
"GAF","HEA","GAF.HEA",NA,"N"
"GAF","HFF","GAF.HFF",NA,"N"
"GAF","HIC","GAF.HIC",NA,"N"
"GAF","HLL","GAF.HLL",NA,"N"
"GAF","HNK","GAF.HNK",NA,"N"
"GAF","HOH","GAF.HOH",NA,"N"
"GAF","HOL","GAF.HOL",NA,"N"
"GAF","HOW","GAF.HOW",NA,"N"
"GAF","HPP","GAF.HPP",NA,"N"
"GAF","HRA","GAF.HRA",NA,"N"
"GAF","HRS","GAF.HRS",NA,"N"
"GAF","HUB","GAF.HUB",NA,"N"
"GAF","HUL","GAF.HUL",NA,"N"
"GAF","HYM","GAF.HYM",NA,"N"
"GAF","HYR","GAF.HYR",NA,"N"
"GAF","IBL","GAF.IBL",NA,"N"
"GAF","IBX","GAF.IBX",NA,"N"
"GAF","IND","GAF.IND",NA,"N"
"GAF","ITG","GAF.ITG",NA,"N"
"GAF","JAB","GAF.JAB",NA,"N"
"GAF","JAC","GAF.JAC",NA,"N"
"GAF","JAG","GAF.JAG",NA,"N"
"GAF","JAH","GAF.JAH",NA,"N"
"GAF","JAS","GAF.JAS",NA,"N"
"GAF","JCR","GAF.JCR",NA,"N"
"GAF","JEL","GAF.JEL",NA,"N"
"GAF","JFR","GAF.JFR",NA,"N"
"GAF","JIT","GAF.JIT",NA,"N"
"GAF","JMC","GAF.JMC",NA,"N"
"GAF","JMY","GAF.JMY",NA,"N"
"GAF","JND","GAF.JND",NA,"N"
"GAF","JNG","GAF.JNG",NA,"N"
"GAF","JNI","GAF.JNI",NA,"N"
"GAF","JOK","GAF.JOK",NA,"N"
"GAF","JOL","GAF.JOL",NA,"N"
"GAF","JOY","GAF.JOY",NA,"N"
"GAF","JUI","GAF.JUI",NA,"N"
"GAF","JUM","GAF.JUM",NA,"N"
"GAF","KEA","GAF.KEA",NA,"N"
"GAF","KES","GAF.KES",NA,"N"
"GAF","KIT","GAF.KIT",NA,"N"
"GAF","KIY","GAF.KIY",NA,"N"
"GAF","KNG","GAF.KNG",NA,"N"
"GAF","KOA","GAF.KOA",NA,"N"
"GAF","KST","GAF.KST",NA,"N"
"GAF","KWA","GAF.KWA",NA,"N"
"GAF","KWI","GAF.KWI",NA,"N"
"GAF","KYD","GAF.KYD",NA,"N"
"GAF","LAD","GAF.LAD",NA,"N"
"GAF","LAS","GAF.LAS",NA,"N"
"GAF","LAU","GAF.LAU",NA,"N"
"GAF","LDO","GAF.LDO",NA,"N"
"GAF","LEN","GAF.LEN",NA,"N"
"GAF","LEV","GAF.LEV",NA,"N"
"GAF","LIC","GAF.LIC",NA,"N"
"GAF","LIF","GAF.LIF",NA,"N"
"GAF","LIT","GAF.LIT",NA,"N"
"GAF","LLA","GAF.LLA",NA,"N"
"GAF","LLO","GAF.LLO",NA,"N"
"GAF","LNS","GAF.LNS",NA,"N"
"GAF","LOO","GAF.LOO",NA,"N"
"GAF","LYR","GAF.LYR",NA,"N"
"GAF","MDC","GAF.MDC",NA,"N"
"GAF","MDH","GAF.MDH",NA,"N"
"GAF","MEO","GAF.MEO",NA,"N"
"GAF","MER","GAF.MER",NA,"N"
"GAF","MIN","GAF.MIN",NA,"N"
"GAF","MIS","GAF.MIS",NA,"N"
"GAF","MNG","GAF.MNG",NA,"N"
"GAF","MNM","GAF.MNM",NA,"N"
"GAF","MNV","GAF.MNV",NA,"N"
"GAF","MOO","GAF.MOO",NA,"N"
"GAF","MOU","GAF.MOU",NA,"N"
"GAF","MOZ","GAF.MOZ",NA,"N"
"GAF","MRA","GAF.MRA",NA,"N"
"GAF","MSC","GAF.MSC",NA,"N"
"GAF","MTS","GAF.MTS",NA,"N"
"GAF","MUN","GAF.MUN",NA,"N"
"GAF","MUR","GAF.MUR",NA,"N"
"GAF","MYS","GAF.MYS",NA,"N"
"GAF","NET","GAF.NET",NA,"N"
"GAF","NEV","GAF.NEV",NA,"N"
"GAF","NIB","GAF.NIB",NA,"N"
"GAF","NIC","GAF.NIC",NA,"N"
"GAF","NIP","GAF.NIP",NA,"N"
"GAF","NIR","GAF.NIR",NA,"N"
"GAF","NIT","GAF.NIT",NA,"N"
"GAF","NOE","GAF.NOE",NA,"N"
"GAF","NOO","GAF.NOO",NA,"N"
"GAF","NUD","GAF.NUD",NA,"N"
"GAF","NUM","GAF.NUM",NA,"N"
"GAF","OLI","GAF.OLI",NA,"N"
"GAF","OMA","GAF.OMA",NA,"N"
"GAF","OPY","GAF.OPY",NA,"N"
"GAF","OSI","GAF.OSI",NA,"N"
"GAF","PDR","GAF.PDR",NA,"N"
"GAF","PDT","GAF.PDT",NA,"N"
"GAF","PDX","GAF.PDX",NA,"N"
"GAF","PEG","GAF.PEG",NA,"N"
"GAF","PGP","GAF.PGP",NA,"N"
"GAF","PHA","GAF.PHA",NA,"N"
"GAF","PHO","GAF.PHO",NA,"N"
"GAF","PHX","GAF.PHX",NA,"N"
"GAF","PIC","GAF.PIC",NA,"N"
"GAF","PIL","GAF.PIL",NA,"N"
"GAF","PIX","GAF.PIX",NA,"N"
"GAF","PKA","GAF.PKA",NA,"N"
"GAF","PNF","GAF.PNF",NA,"N"
"GAF","POK","GAF.POK",NA,"N"
"GAF","POL","GAF.POL",NA,"N"
"GAF","POS","GAF.POS",NA,"N"
"GAF","PRN","GAF.PRN",NA,"N"
"GAF","PRS","GAF.PRS",NA,"N"
"GAF","PSI","GAF.PSI",NA,"N"
"GAF","PSU","GAF.PSU",NA,"N"
"GAF","PTE","GAF.PTE",NA,"N"
"GAF","PUC","GAF.PUC",NA,"N"
"GAF","PWE","GAF.PWE",NA,"N"
"GAF","PZL","GAF.PZL",NA,"N"
"GAF","PZZ","GAF.PZZ",NA,"N"
"GAF","QUI","GAF.QUI",NA,"N"
"GAF","QUO","GAF.QUO",NA,"N"
"GAF","RAP","GAF.RAP",NA,"N"
"GAF","RAZ","GAF.RAZ",NA,"N"
"GAF","RBD","GAF.RBD",NA,"N"
"GAF","RDC","GAF.RDC",NA,"N"
"GAF","REG","GAF.REG",NA,"N"
"GAF","REN","GAF.REN",NA,"N"
"GAF","REP","GAF.REP",NA,"N"
"GAF","RHO","GAF.RHO",NA,"N"
"GAF","RHY","GAF.RHY",NA,"N"
"GAF","RIP","GAF.RIP",NA,"N"
"GAF","RKS","GAF.RKS",NA,"N"
"GAF","RKT","GAF.RKT",NA,"N"
"GAF","RLF","GAF.RLF",NA,"N"
"GAF","RPC","GAF.RPC",NA,"N"
"GAF","RSH","GAF.RSH",NA,"N"
"GAF","RSO","GAF.RSO",NA,"N"
"GAF","RUF","GAF.RUF",NA,"N"
"GAF","SAS","GAF.SAS",NA,"N"
"GAF","SCA","GAF.SCA",NA,"N"
"GAF","SCH","GAF.SCH",NA,"N"
"GAF","SCR","GAF.SCR",NA,"N"
"GAF","SCT","GAF.SCT",NA,"N"
"GAF","SCU","GAF.SCU",NA,"N"
"GAF","SEM","GAF.SEM",NA,"N"
"GAF","SEQ","GAF.SEQ",NA,"N"
"GAF","SER","GAF.SER",NA,"N"
"GAF","SGG","GAF.SGG",NA,"N"
"GAF","SHB","GAF.SHB",NA,"N"
"GAF","SHC","GAF.SHC",NA,"N"
"GAF","SHO","GAF.SHO",NA,"N"
"GAF","SKF","GAF.SKF",NA,"N"
"GAF","SKR","GAF.SKR",NA,"N"
"GAF","SKW","GAF.SKW",NA,"N"
"GAF","SLI","GAF.SLI",NA,"N"
"GAF","SLT","GAF.SLT",NA,"N"
"GAF","SLV","GAF.SLV",NA,"N"
"GAF","SMB","GAF.SMB",NA,"N"
"GAF","SNW","GAF.SNW",NA,"N"
"GAF","SOG","GAF.SOG",NA,"N"
"GAF","SON","GAF.SON",NA,"N"
"GAF","SOP","GAF.SOP",NA,"N"
"GAF","SPE","GAF.SPE",NA,"N"
"GAF","SPO","GAF.SPO",NA,"N"
"GAF","SQE","GAF.SQE",NA,"N"
"GAF","SQL","GAF.SQL",NA,"N"
"GAF","SQU","GAF.SQU",NA,"N"
"GAF","STV","GAF.STV",NA,"N"
"GAF","SUM","GAF.SUM",NA,"N"
"GAF","SUP","GAF.SUP",NA,"N"
"GAF","SUR","GAF.SUR",NA,"N"
"GAF","SVD","GAF.SVD",NA,"N"
"GAF","SYM","GAF.SYM",NA,"N"
"GAF","TAB","GAF.TAB",NA,"N"
"GAF","TAF","GAF.TAF",NA,"N"
"GAF","TAL","GAF.TAL",NA,"N"
"GAF","TAM","GAF.TAM",NA,"N"
"GAF","TAT","GAF.TAT",NA,"N"
"GAF","TAW","GAF.TAW",NA,"N"
"GAF","TBA","GAF.TBA",NA,"N"
"GAF","TDL","GAF.TDL",NA,"N"
"GAF","TDM","GAF.TDM",NA,"N"
"GAF","TDO","GAF.TDO",NA,"N"
"GAF","THU","GAF.THU",NA,"N"
"GAF","TIP","GAF.TIP",NA,"N"
"GAF","TOG","GAF.TOG",NA,"N"
"GAF","TON","GAF.TON",NA,"N"
"GAF","TOR","GAF.TOR",NA,"N"
"GAF","TRE","GAF.TRE",NA,"N"
"GAF","TRY","GAF.TRY",NA,"N"
"GAF","TST","GAF.TST",NA,"N"
"GAF","TTM","GAF.TTM",NA,"N"
"GAF","TUF","GAF.TUF",NA,"N"
"GAF","TUK","GAF.TUK",NA,"N"
"GAF","TUL","GAF.TUL",NA,"N"
"GAF","TUN","GAF.TUN",NA,"N"
"GAF","TUX","GAF.TUX",NA,"N"
"GAF","TWE","GAF.TWE",NA,"N"
"GAF","TWO","GAF.TWO",NA,"N"
"GAF","UHF","GAF.UHF",NA,"N"
"GAF","URP","GAF.URP",NA,"N"
"GAF","URS","GAF.URS",NA,"N"
"GAF","UVE","GAF.UVE",NA,"N"
"GAF","VAM","GAF.VAM",NA,"N"
"GAF","VBE","GAF.VBE",NA,"N"
"GAF","VEC","GAF.VEC",NA,"N"
"GAF","VEG","GAF.VEG",NA,"N"
"GAF","VEN","GAF.VEN",NA,"N"
"GAF","VLT","GAF.VLT",NA,"N"
"GAF","WAC","GAF.WAC",NA,"N"
"GAF","WAN","GAF.WAN",NA,"N"
"GAF","WED","GAF.WED",NA,"N"
"GAF","WEE","GAF.WEE",NA,"N"
"GAF","WES","GAF.WES",NA,"N"
"GAF","WHE","GAF.WHE",NA,"N"
"GAF","WHL","GAF.WHL",NA,"N"
"GAF","WHN","GAF.WHN",NA,"N"
"GAF","WHO","GAF.WHO",NA,"N"
"GAF","WHT","GAF.WHT",NA,"N"
"GAF","WHZ","GAF.WHZ",NA,"N"
"GAF","WIF","GAF.WIF",NA,"N"
"GAF","WIY","GAF.WIY",NA,"N"
"GAF","WLB","GAF.WLB",NA,"N"
"GAF","WLV","GAF.WLV",NA,"N"
"GAF","WNG","GAF.WNG",NA,"N"
"GAF","WOF","GAF.WOF",NA,"N"
"GAF","WOM","GAF.WOM",NA,"N"
"GAF","WON","GAF.WON",NA,"N"
"GAF","WOP","GAF.WOP",NA,"N"
"GAF","WPY","GAF.WPY",NA,"N"
"GAF","WYL","GAF.WYL",NA,"N"
"GAF","YAD","GAF.YAD",NA,"N"
"GAF","YAN","GAF.YAN",NA,"N"
"GAF","YIN","GAF.YIN",NA,"N"
"GAF","YOG","GAF.YOG",NA,"N"
"GAF","ZAG","GAF.ZAG",NA,"N"
"GAF","ZEP","GAF.ZEP",NA,"N"
"GAF","ZIG","GAF.ZIG",NA,"N"
"GAF","ZIP","GAF.ZIP",NA,"N"
"GAF","ZOE","GAF.ZOE",NA,"N"
"GAN","GEK","GAN.GEK",NA,"N"
"GAN","GHA","GAN.GHA",NA,"N"
"GAN","GMP","GAN.GMP",NA,"N"
"GAN","GNO","GAN.GNO",NA,"N"
"GAN","GOB","GAN.GOB",NA,"N"
"GAN","GOD","GAN.GOD",NA,"N"
"GAN","GOO","GAN.GOO",NA,"N"
"GAN","GRF","GAN.GRF",NA,"N"
"GAN","GRG","GAN.GRG",NA,"N"
"GAN","GRV","GAN.GRV",NA,"N"
"GAN","GTL","GAN.GTL",NA,"N"
"GAN","GUA","GAN.GUA",NA,"N"
"GAN","GUM","GAN.GUM",NA,"N"
"GAN","HAB","GAN.HAB",NA,"N"
"GAN","HAL","GAN.HAL",NA,"N"
"GAN","HAM","GAN.HAM",NA,"N"
"GAN","HAT","GAN.HAT",NA,"N"
"GAN","HBB","GAN.HBB",NA,"N"
"GAN","HEA","GAN.HEA",NA,"N"
"GAN","HFF","GAN.HFF",NA,"N"
"GAN","HIC","GAN.HIC",NA,"N"
"GAN","HLL","GAN.HLL",NA,"N"
"GAN","HNK","GAN.HNK",NA,"N"
"GAN","HOH","GAN.HOH",NA,"N"
"GAN","HOL","GAN.HOL",NA,"N"
"GAN","HOW","GAN.HOW",NA,"N"
"GAN","HPP","GAN.HPP",NA,"N"
"GAN","HRA","GAN.HRA",NA,"N"
"GAN","HRS","GAN.HRS",NA,"N"
"GAN","HUB","GAN.HUB",NA,"N"
"GAN","HUL","GAN.HUL",NA,"N"
"GAN","HYM","GAN.HYM",NA,"N"
"GAN","HYR","GAN.HYR",NA,"N"
"GAN","IBL","GAN.IBL",NA,"N"
"GAN","IBX","GAN.IBX",NA,"N"
"GAN","IND","GAN.IND",NA,"N"
"GAN","ITG","GAN.ITG",NA,"N"
"GAN","JAB","GAN.JAB",NA,"N"
"GAN","JAC","GAN.JAC",NA,"N"
"GAN","JAG","GAN.JAG",NA,"N"
"GAN","JAH","GAN.JAH",NA,"N"
"GAN","JAS","GAN.JAS",NA,"N"
"GAN","JCR","GAN.JCR",NA,"N"
"GAN","JEL","GAN.JEL",NA,"N"
"GAN","JFR","GAN.JFR",NA,"N"
"GAN","JIT","GAN.JIT",NA,"N"
"GAN","JMC","GAN.JMC",NA,"N"
"GAN","JMY","GAN.JMY",NA,"N"
"GAN","JND","GAN.JND",NA,"N"
"GAN","JNG","GAN.JNG",NA,"N"
"GAN","JNI","GAN.JNI",NA,"N"
"GAN","JOK","GAN.JOK",NA,"N"
"GAN","JOL","GAN.JOL",NA,"N"
"GAN","JOY","GAN.JOY",NA,"N"
"GAN","JUI","GAN.JUI",NA,"N"
"GAN","JUM","GAN.JUM",NA,"N"
"GAN","KEA","GAN.KEA",NA,"N"
"GAN","KES","GAN.KES",NA,"N"
"GAN","KIT","GAN.KIT",NA,"N"
"GAN","KIY","GAN.KIY",NA,"N"
"GAN","KNG","GAN.KNG",NA,"N"
"GAN","KOA","GAN.KOA",NA,"N"
"GAN","KST","GAN.KST",NA,"N"
"GAN","KWA","GAN.KWA",NA,"N"
"GAN","KWI","GAN.KWI",NA,"N"
"GAN","KYD","GAN.KYD",NA,"N"
"GAN","LAD","GAN.LAD",NA,"N"
"GAN","LAS","GAN.LAS",NA,"N"
"GAN","LAU","GAN.LAU",NA,"N"
"GAN","LDO","GAN.LDO",NA,"N"
"GAN","LEN","GAN.LEN",NA,"N"
"GAN","LEV","GAN.LEV",NA,"N"
"GAN","LIC","GAN.LIC",NA,"N"
"GAN","LIF","GAN.LIF",NA,"N"
"GAN","LIT","GAN.LIT",NA,"N"
"GAN","LLA","GAN.LLA",NA,"N"
"GAN","LLO","GAN.LLO",NA,"N"
"GAN","LNS","GAN.LNS",NA,"N"
"GAN","LOO","GAN.LOO",NA,"N"
"GAN","LYR","GAN.LYR",NA,"N"
"GAN","MDC","GAN.MDC",NA,"N"
"GAN","MDH","GAN.MDH",NA,"N"
