"Dolphin1","Dolphin2","IDPair","DyadML","Closekin"
"ALI","LLA","ALI.LLA",NA,"N"
"ALI","LLO","ALI.LLO",NA,"N"
"ALI","LNS","ALI.LNS",NA,"N"
"ALI","LOO","ALI.LOO",NA,"N"
"ALI","LYR","ALI.LYR",NA,"N"
"ALI","MDC","ALI.MDC",NA,"N"
"ALI","MDH","ALI.MDH",NA,"N"
"ALI","MEO","ALI.MEO",NA,"N"
"ALI","MER","ALI.MER",NA,"N"
"ALI","MIN","ALI.MIN",NA,"N"
"ALI","MIS","ALI.MIS",NA,"N"
"ALI","MNG","ALI.MNG",NA,"N"
"ALI","MNM","ALI.MNM",NA,"N"
"ALI","MNV","ALI.MNV",NA,"N"
"ALI","MOO","ALI.MOO",NA,"N"
"ALI","MOU","ALI.MOU",NA,"N"
"ALI","MOZ","ALI.MOZ",NA,"N"
"ALI","MRA","ALI.MRA",NA,"N"
"ALI","MSC","ALI.MSC",NA,"N"
"ALI","MTS","ALI.MTS",NA,"N"
"ALI","MUN","ALI.MUN",NA,"N"
"ALI","MUR","ALI.MUR",NA,"N"
"ALI","MYS","ALI.MYS",NA,"N"
"ALI","NET","ALI.NET",NA,"N"
"ALI","NEV","ALI.NEV",NA,"N"
"ALI","NIB","ALI.NIB",NA,"N"
"ALI","NIC","ALI.NIC",NA,"N"
"ALI","NIP","ALI.NIP",NA,"N"
"ALI","NIR","ALI.NIR",NA,"N"
"ALI","NIT","ALI.NIT",NA,"N"
"ALI","NOE","ALI.NOE",NA,"N"
"ALI","NOO","ALI.NOO",NA,"N"
"ALI","NUD","ALI.NUD",NA,"N"
"ALI","NUM","ALI.NUM",NA,"N"
"ALI","OLI","ALI.OLI",NA,"N"
"ALI","OMA","ALI.OMA",NA,"N"
"ALI","OPY","ALI.OPY",NA,"N"
"ALI","OSI","ALI.OSI",NA,"N"
"ALI","PDR","ALI.PDR",NA,"N"
"ALI","PDT","ALI.PDT",NA,"N"
"ALI","PDX","ALI.PDX",NA,"N"
"ALI","PEG","ALI.PEG",NA,"N"
"ALI","PGP","ALI.PGP",NA,"N"
"ALI","PHA","ALI.PHA",NA,"N"
"ALI","PHO","ALI.PHO",NA,"N"
"ALI","PHX","ALI.PHX",NA,"N"
"ALI","PIC","ALI.PIC",NA,"N"
"ALI","PIL","ALI.PIL",NA,"N"
"ALI","PIX","ALI.PIX",NA,"N"
"ALI","PKA","ALI.PKA",NA,"N"
"ALI","PNF","ALI.PNF",NA,"N"
"ALI","POK","ALI.POK",NA,"N"
"ALI","POL","ALI.POL",NA,"N"
"ALI","POS","ALI.POS",NA,"N"
"ALI","PRN","ALI.PRN",NA,"N"
"ALI","PRS","ALI.PRS",NA,"N"
"ALI","PSI","ALI.PSI",NA,"N"
"ALI","PSU","ALI.PSU",NA,"N"
"ALI","PTE","ALI.PTE",NA,"N"
"ALI","PUC","ALI.PUC",NA,"N"
"ALI","PWE","ALI.PWE",NA,"N"
"ALI","PZL","ALI.PZL",NA,"N"
"ALI","PZZ","ALI.PZZ",NA,"N"
"ALI","QUI","ALI.QUI",NA,"N"
"ALI","QUO","ALI.QUO",NA,"N"
"ALI","RAP","ALI.RAP",NA,"N"
"ALI","RAZ","ALI.RAZ",NA,"N"
"ALI","RBD","ALI.RBD",NA,"N"
"ALI","RDC","ALI.RDC",NA,"N"
"ALI","REG","ALI.REG",NA,"N"
"ALI","REN","ALI.REN",NA,"N"
"ALI","REP","ALI.REP",NA,"N"
"ALI","RHO","ALI.RHO",NA,"N"
"ALI","RHY","ALI.RHY",NA,"N"
"ALI","RIP","ALI.RIP",NA,"N"
"ALI","RKS","ALI.RKS",NA,"N"
"ALI","RKT","ALI.RKT",NA,"N"
"ALI","RLF","ALI.RLF",NA,"N"
"ALI","RPC","ALI.RPC",NA,"N"
"ALI","RSH","ALI.RSH",NA,"N"
"ALI","RSO","ALI.RSO",NA,"N"
"ALI","RUF","ALI.RUF",NA,"N"
"ALI","SAS","ALI.SAS",NA,"N"
"ALI","SCA","ALI.SCA",NA,"N"
"ALI","SCH","ALI.SCH",NA,"N"
"ALI","SCR","ALI.SCR",NA,"N"
"ALI","SCT","ALI.SCT",NA,"N"
"ALI","SCU","ALI.SCU",NA,"N"
"ALI","SEM","ALI.SEM",NA,"N"
"ALI","SEQ","ALI.SEQ",NA,"N"
"ALI","SER","ALI.SER",NA,"N"
"ALI","SGG","ALI.SGG",NA,"N"
"ALI","SHB","ALI.SHB",NA,"N"
"ALI","SHC","ALI.SHC",NA,"N"
"ALI","SHO","ALI.SHO",NA,"N"
"ALI","SKF","ALI.SKF",NA,"N"
"ALI","SKR","ALI.SKR",NA,"N"
"ALI","SKW","ALI.SKW",NA,"N"
"ALI","SLI","ALI.SLI",NA,"N"
"ALI","SLT","ALI.SLT",NA,"N"
"ALI","SLV","ALI.SLV",NA,"N"
"ALI","SMB","ALI.SMB",NA,"N"
"ALI","SNW","ALI.SNW",NA,"N"
"ALI","SOG","ALI.SOG",NA,"N"
"ALI","SON","ALI.SON",NA,"N"
"ALI","SOP","ALI.SOP",NA,"N"
"ALI","SPE","ALI.SPE",NA,"N"
"ALI","SPO","ALI.SPO",NA,"N"
"ALI","SQE","ALI.SQE",NA,"N"
"ALI","SQL","ALI.SQL",NA,"N"
"ALI","SQU","ALI.SQU",NA,"N"
"ALI","STV","ALI.STV",NA,"N"
"ALI","SUM","ALI.SUM",NA,"N"
"ALI","SUP","ALI.SUP",NA,"N"
"ALI","SUR","ALI.SUR",NA,"N"
"ALI","SVD","ALI.SVD",NA,"N"
"ALI","SYM","ALI.SYM",NA,"N"
"ALI","TAB","ALI.TAB",NA,"N"
"ALI","TAF","ALI.TAF",NA,"N"
"ALI","TAL","ALI.TAL",NA,"N"
"ALI","TAM","ALI.TAM",NA,"N"
"ALI","TAT","ALI.TAT",NA,"N"
"ALI","TAW","ALI.TAW",NA,"N"
"ALI","TBA","ALI.TBA",NA,"N"
"ALI","TDL","ALI.TDL",NA,"N"
"ALI","TDM","ALI.TDM",NA,"N"
"ALI","TDO","ALI.TDO",NA,"N"
"ALI","THU","ALI.THU",NA,"N"
"ALI","TIP","ALI.TIP",NA,"N"
"ALI","TOG","ALI.TOG",NA,"N"
"ALI","TON","ALI.TON",NA,"N"
"ALI","TOR","ALI.TOR",NA,"N"
"ALI","TRE","ALI.TRE",NA,"N"
"ALI","TRY","ALI.TRY",NA,"N"
"ALI","TST","ALI.TST",NA,"N"
"ALI","TTM","ALI.TTM",NA,"N"
"ALI","TUF","ALI.TUF",NA,"N"
"ALI","TUK","ALI.TUK",NA,"N"
"ALI","TUL","ALI.TUL",NA,"N"
"ALI","TUN","ALI.TUN",NA,"N"
"ALI","TUX","ALI.TUX",NA,"N"
"ALI","TWE","ALI.TWE",NA,"N"
"ALI","TWO","ALI.TWO",NA,"N"
"ALI","UHF","ALI.UHF",NA,"N"
"ALI","URP","ALI.URP",NA,"N"
"ALI","URS","ALI.URS",NA,"N"
"ALI","UVE","ALI.UVE",NA,"N"
"ALI","VAM","ALI.VAM",NA,"N"
"ALI","VBE","ALI.VBE",NA,"N"
"ALI","VEC","ALI.VEC",NA,"N"
"ALI","VEG","ALI.VEG",NA,"N"
"ALI","VEN","ALI.VEN",NA,"N"
"ALI","VLT","ALI.VLT",NA,"N"
"ALI","WAC","ALI.WAC",NA,"N"
"ALI","WAN","ALI.WAN",NA,"N"
"ALI","WED","ALI.WED",NA,"N"
"ALI","WEE","ALI.WEE",NA,"N"
"ALI","WES","ALI.WES",NA,"N"
"ALI","WHE","ALI.WHE",NA,"N"
"ALI","WHL","ALI.WHL",NA,"N"
"ALI","WHN","ALI.WHN",NA,"N"
"ALI","WHO","ALI.WHO",NA,"N"
"ALI","WHT","ALI.WHT",NA,"N"
"ALI","WHZ","ALI.WHZ",NA,"N"
"ALI","WIF","ALI.WIF",NA,"N"
"ALI","WIY","ALI.WIY",NA,"N"
"ALI","WLB","ALI.WLB",NA,"N"
"ALI","WLV","ALI.WLV",NA,"N"
"ALI","WNG","ALI.WNG",NA,"N"
"ALI","WOF","ALI.WOF",NA,"N"
"ALI","WOM","ALI.WOM",NA,"N"
"ALI","WON","ALI.WON",NA,"N"
"ALI","WOP","ALI.WOP",NA,"N"
"ALI","WPY","ALI.WPY",NA,"N"
"ALI","WYL","ALI.WYL",NA,"N"
"ALI","YAD","ALI.YAD",NA,"N"
"ALI","YAN","ALI.YAN",NA,"N"
"ALI","YIN","ALI.YIN",NA,"N"
"ALI","YOG","ALI.YOG",NA,"N"
"ALI","ZAG","ALI.ZAG",NA,"N"
"ALI","ZEP","ALI.ZEP",NA,"N"
"ALI","ZIG","ALI.ZIG",NA,"N"
"ALI","ZIP","ALI.ZIP",NA,"N"
"ALI","ZOE","ALI.ZOE",NA,"N"
"ALT","AMA","ALT.AMA",NA,"N"
"ALT","AMO","ALT.AMO",0,"N"
"ALT","AMP","ALT.AMP",0.2682,"Y"
"ALT","ANE","ALT.ANE",0.0145,"N"
"ALT","ARI","ALT.ARI",NA,"N"
"ALT","ASN","ALT.ASN",0,"N"
"ALT","ATC","ALT.ATC",0.086,"N"
"ALT","ATH","ALT.ATH",0.0096,"N"
"ALT","ATW","ALT.ATW",0,"N"
"ALT","BAD","ALT.BAD",0.017,"N"
"ALT","BAN","ALT.BAN",NA,"N"
"ALT","BAY","ALT.BAY",NA,"N"
"ALT","BES","ALT.BES",NA,"N"
"ALT","BIS","ALT.BIS",NA,"N"
"ALT","BLB","ALT.BLB",0,"N"
"ALT","BLI","ALT.BLI",0,"N"
"ALT","BLK","ALT.BLK",0,"N"
"ALT","BLM","ALT.BLM",0,"N"
"ALT","BMB","ALT.BMB",NA,"N"
"ALT","BMN","ALT.BMN",0,"N"
"ALT","BMY","ALT.BMY",NA,"N"
"ALT","BNG","ALT.BNG",0,"N"
"ALT","BOJ","ALT.BOJ",0.025,"N"
"ALT","BOM","ALT.BOM",0,"N"
"ALT","BOR","ALT.BOR",0,"N"
"ALT","BRE","ALT.BRE",0.0113,"N"
"ALT","BRP","ALT.BRP",0.0204,"N"
"ALT","BRT","ALT.BRT",NA,"N"
"ALT","BSC","ALT.BSC",0,"N"
"ALT","BSS","ALT.BSS",0,"N"
"ALT","BUL","ALT.BUL",NA,"N"
"ALT","BUS","ALT.BUS",NA,"N"
"ALT","BUT","ALT.BUT",0.0176,"N"
"ALT","BWS","ALT.BWS",0.0371,"N"
"ALT","BYT","ALT.BYT",1e-04,"N"
"ALT","BZD","ALT.BZD",0,"N"
"ALT","CAB","ALT.CAB",NA,"N"
"ALT","CAD","ALT.CAD",0.0016,"N"
"ALT","CAL","ALT.CAL",NA,"N"
"ALT","CCO","ALT.CCO",NA,"N"
"ALT","CCU","ALT.CCU",0,"N"
"ALT","CDB","ALT.CDB",0,"N"
"ALT","CED","ALT.CED",NA,"N"
"ALT","CER","ALT.CER",0,"N"
"ALT","CHA","ALT.CHA",NA,"N"
"ALT","CHC","ALT.CHC",0.0275,"N"
"ALT","CHL","ALT.CHL",0,"N"
"ALT","CHM","ALT.CHM",NA,"N"
"ALT","CHS","ALT.CHS",NA,"N"
"ALT","CHT","ALT.CHT",0,"N"
"ALT","CII","ALT.CII",NA,"N"
"ALT","CKY","ALT.CKY",NA,"N"
"ALT","CLA","ALT.CLA",0.0204,"N"
"ALT","CLO","ALT.CLO",0,"N"
"ALT","CLV","ALT.CLV",0,"N"
"ALT","COC","ALT.COC",NA,"N"
"ALT","COI","ALT.COI",0,"N"
"ALT","COK","ALT.COK",0,"N"
"ALT","COP","ALT.COP",0,"N"
"ALT","COR","ALT.COR",NA,"N"
"ALT","COU","ALT.COU",NA,"N"
"ALT","CRE","ALT.CRE",NA,"N"
"ALT","CRO","ALT.CRO",NA,"N"
"ALT","CRP","ALT.CRP",0,"N"
"ALT","CRS","ALT.CRS",0.0341,"N"
"ALT","CRV","ALT.CRV",0,"N"
"ALT","CSK","ALT.CSK",0,"N"
"ALT","CTY","ALT.CTY",NA,"N"
"ALT","CUR","ALT.CUR",0.0245,"N"
"ALT","CVO","ALT.CVO",0,"N"
"ALT","CYR","ALT.CYR",0.014,"N"
"ALT","CYS","ALT.CYS",0.1021,"N"
"ALT","DBH","ALT.DBH",NA,"N"
"ALT","DCH","ALT.DCH",0,"N"
"ALT","DCK","ALT.DCK",0,"N"
"ALT","DCR","ALT.DCR",NA,"N"
"ALT","DEM","ALT.DEM",0,"N"
"ALT","DEN","ALT.DEN",NA,"N"
"ALT","DID","ALT.DID",NA,"N"
"ALT","DJY","ALT.DJY",0.0048,"N"
"ALT","DMK","ALT.DMK",0.0181,"N"
"ALT","DNZ","ALT.DNZ",0.0239,"N"
"ALT","DOD","ALT.DOD",0,"N"
"ALT","DOP","ALT.DOP",0,"N"
"ALT","DOU","ALT.DOU",0.0016,"N"
"ALT","DOY","ALT.DOY",0,"N"
"ALT","DOZ","ALT.DOZ",NA,"N"
"ALT","DUC","ALT.DUC",0.004,"N"
"ALT","DUN","ALT.DUN",NA,"N"
"ALT","DUR","ALT.DUR",NA,"N"
"ALT","EDE","ALT.EDE",0,"N"
"ALT","EED","ALT.EED",5e-04,"N"
"ALT","EFT","ALT.EFT",NA,"N"
"ALT","ENC","ALT.ENC",0,"N"
"ALT","EPC","ALT.EPC",0,"N"
"ALT","EQU","ALT.EQU",NA,"N"
"ALT","ESM","ALT.ESM",0.0135,"N"
"ALT","ESP","ALT.ESP",0,"N"
"ALT","EST","ALT.EST",NA,"N"
"ALT","FAO","ALT.FAO",0.0064,"N"
"ALT","FAT","ALT.FAT",NA,"N"
"ALT","FCN","ALT.FCN",NA,"N"
"ALT","FEA","ALT.FEA",NA,"N"
"ALT","FEN","ALT.FEN",NA,"N"
"ALT","FID","ALT.FID",0,"N"
"ALT","FIN","ALT.FIN",NA,"N"
"ALT","FKY","ALT.FKY",0.0075,"N"
"ALT","FLF","ALT.FLF",0.0225,"N"
"ALT","FLI","ALT.FLI",NA,"N"
"ALT","FNT","ALT.FNT",0,"N"
"ALT","FOA","ALT.FOA",NA,"N"
"ALT","FOO","ALT.FOO",NA,"N"
"ALT","FRA","ALT.FRA",NA,"N"
"ALT","FRK","ALT.FRK",0,"N"
"ALT","FRL","ALT.FRL",0.0059,"N"
"ALT","FRO","ALT.FRO",NA,"N"
"ALT","FSB","ALT.FSB",0.0126,"N"
"ALT","FUF","ALT.FUF",0,"N"
"ALT","FUT","ALT.FUT",0.0271,"N"
"ALT","GAB","ALT.GAB",0.0253,"N"
"ALT","GAF","ALT.GAF",NA,"N"
"ALT","GAN","ALT.GAN",NA,"N"
"ALT","GEK","ALT.GEK",0.0301,"N"
"ALT","GHA","ALT.GHA",NA,"N"
"ALT","GMP","ALT.GMP",0.0337,"N"
"ALT","GNO","ALT.GNO",NA,"N"
"ALT","GOB","ALT.GOB",NA,"N"
"ALT","GOD","ALT.GOD",0,"N"
"ALT","GOO","ALT.GOO",NA,"N"
"ALT","GRF","ALT.GRF",0,"N"
"ALT","GRG","ALT.GRG",0,"N"
"ALT","GRV","ALT.GRV",0,"N"
"ALT","GTL","ALT.GTL",NA,"N"
"ALT","GUA","ALT.GUA",0,"N"
"ALT","GUM","ALT.GUM",0.0091,"N"
"ALT","HAB","ALT.HAB",0,"N"
"ALT","HAL","ALT.HAL",NA,"N"
"ALT","HAM","ALT.HAM",NA,"N"
"ALT","HAT","ALT.HAT",0.0055,"N"
"ALT","HBB","ALT.HBB",0.0033,"N"
"ALT","HEA","ALT.HEA",NA,"N"
"ALT","HFF","ALT.HFF",0,"N"
"ALT","HIC","ALT.HIC",NA,"N"
"ALT","HLL","ALT.HLL",NA,"N"
"ALT","HNK","ALT.HNK",0,"N"
"ALT","HOH","ALT.HOH",NA,"N"
"ALT","HOL","ALT.HOL",NA,"N"
"ALT","HOW","ALT.HOW",0,"N"
"ALT","HPP","ALT.HPP",NA,"N"
"ALT","HRA","ALT.HRA",NA,"N"
"ALT","HRS","ALT.HRS",0,"N"
"ALT","HUB","ALT.HUB",0,"N"
"ALT","HUL","ALT.HUL",NA,"N"
"ALT","HYM","ALT.HYM",NA,"N"
"ALT","HYR","ALT.HYR",NA,"N"
"ALT","IBL","ALT.IBL",0.0077,"N"
"ALT","IBX","ALT.IBX",0.0067,"N"
"ALT","IND","ALT.IND",0.0087,"N"
"ALT","ITG","ALT.ITG",0,"N"
"ALT","JAB","ALT.JAB",NA,"N"
"ALT","JAC","ALT.JAC",0.0294,"N"
"ALT","JAG","ALT.JAG",NA,"N"
"ALT","JAH","ALT.JAH",0,"N"
"ALT","JAS","ALT.JAS",0,"N"
"ALT","JCR","ALT.JCR",NA,"N"
"ALT","JEL","ALT.JEL",NA,"N"
"ALT","JFR","ALT.JFR",NA,"N"
"ALT","JIT","ALT.JIT",NA,"N"
"ALT","JMC","ALT.JMC",NA,"N"
"ALT","JMY","ALT.JMY",0,"N"
"ALT","JND","ALT.JND",0.0042,"N"
"ALT","JNG","ALT.JNG",NA,"N"
"ALT","JNI","ALT.JNI",0,"N"
"ALT","JOK","ALT.JOK",NA,"N"
"ALT","JOL","ALT.JOL",NA,"N"
"ALT","JOY","ALT.JOY",NA,"N"
"ALT","JUI","ALT.JUI",0,"N"
"ALT","JUM","ALT.JUM",0,"N"
"ALT","KEA","ALT.KEA",NA,"N"
"ALT","KES","ALT.KES",NA,"N"
"ALT","KIT","ALT.KIT",0,"N"
"ALT","KIY","ALT.KIY",0.0037,"N"
"ALT","KNG","ALT.KNG",0,"N"
"ALT","KOA","ALT.KOA",0.0027,"N"
"ALT","KST","ALT.KST",NA,"N"
"ALT","KWA","ALT.KWA",NA,"N"
"ALT","KWI","ALT.KWI",NA,"N"
"ALT","KYD","ALT.KYD",NA,"N"
"ALT","LAD","ALT.LAD",NA,"N"
"ALT","LAS","ALT.LAS",0,"N"
"ALT","LAU","ALT.LAU",NA,"N"
"ALT","LDO","ALT.LDO",0,"N"
"ALT","LEN","ALT.LEN",0,"N"
"ALT","LEV","ALT.LEV",0,"N"
"ALT","LIC","ALT.LIC",0,"N"
"ALT","LIF","ALT.LIF",0,"N"
"ALT","LIT","ALT.LIT",0,"N"
"ALT","LLA","ALT.LLA",0.0094,"N"
"ALT","LLO","ALT.LLO",NA,"N"
"ALT","LNS","ALT.LNS",NA,"N"
"ALT","LOO","ALT.LOO",0,"N"
"ALT","LYR","ALT.LYR",0,"N"
"ALT","MDC","ALT.MDC",NA,"N"
"ALT","MDH","ALT.MDH",0.0133,"N"
"ALT","MEO","ALT.MEO",0.1393,"Y"
"ALT","MER","ALT.MER",NA,"N"
"ALT","MIN","ALT.MIN",NA,"N"
"ALT","MIS","ALT.MIS",0.0081,"N"
"ALT","MNG","ALT.MNG",0,"N"
"ALT","MNM","ALT.MNM",NA,"N"
"ALT","MNV","ALT.MNV",0.001,"N"
"ALT","MOO","ALT.MOO",NA,"N"
"ALT","MOU","ALT.MOU",0.0046,"N"
"ALT","MOZ","ALT.MOZ",NA,"N"
"ALT","MRA","ALT.MRA",NA,"N"
"ALT","MSC","ALT.MSC",0.0056,"N"
"ALT","MTS","ALT.MTS",NA,"N"
"ALT","MUN","ALT.MUN",NA,"N"
"ALT","MUR","ALT.MUR",NA,"N"
"ALT","MYS","ALT.MYS",0,"N"
"ALT","NET","ALT.NET",0,"N"
"ALT","NEV","ALT.NEV",NA,"N"
"ALT","NIB","ALT.NIB",NA,"N"
"ALT","NIC","ALT.NIC",0,"N"
"ALT","NIP","ALT.NIP",NA,"N"
"ALT","NIR","ALT.NIR",0,"N"
"ALT","NIT","ALT.NIT",NA,"N"
"ALT","NOE","ALT.NOE",0,"N"
"ALT","NOO","ALT.NOO",NA,"N"
"ALT","NUD","ALT.NUD",NA,"N"
"ALT","NUM","ALT.NUM",0,"N"
"ALT","OLI","ALT.OLI",0.001,"N"
"ALT","OMA","ALT.OMA",0,"N"
"ALT","OPY","ALT.OPY",0,"N"
"ALT","OSI","ALT.OSI",NA,"N"
"ALT","PDR","ALT.PDR",0.5032,"Y"
"ALT","PDT","ALT.PDT",0.0197,"N"
"ALT","PDX","ALT.PDX",NA,"N"
"ALT","PEG","ALT.PEG",0.0153,"N"
"ALT","PGP","ALT.PGP",NA,"N"
"ALT","PHA","ALT.PHA",0,"N"
"ALT","PHO","ALT.PHO",NA,"N"
"ALT","PHX","ALT.PHX",0.0025,"N"
"ALT","PIC","ALT.PIC",0.0097,"N"
"ALT","PIL","ALT.PIL",NA,"N"
"ALT","PIX","ALT.PIX",NA,"N"
"ALT","PKA","ALT.PKA",NA,"N"
"ALT","PNF","ALT.PNF",NA,"N"
"ALT","POK","ALT.POK",NA,"N"
"ALT","POL","ALT.POL",0.0281,"N"
"ALT","POS","ALT.POS",NA,"N"
"ALT","PRN","ALT.PRN",0,"N"
"ALT","PRS","ALT.PRS",NA,"N"
"ALT","PSI","ALT.PSI",0,"N"
"ALT","PSU","ALT.PSU",NA,"N"
"ALT","PTE","ALT.PTE",NA,"N"
"ALT","PUC","ALT.PUC",0,"N"
"ALT","PWE","ALT.PWE",0.0075,"N"
"ALT","PZL","ALT.PZL",0,"N"
"ALT","PZZ","ALT.PZZ",0.0031,"N"
"ALT","QUI","ALT.QUI",NA,"N"
"ALT","QUO","ALT.QUO",NA,"N"
"ALT","RAP","ALT.RAP",NA,"N"
"ALT","RAZ","ALT.RAZ",NA,"N"
"ALT","RBD","ALT.RBD",0.0011,"N"
"ALT","RDC","ALT.RDC",0,"N"
"ALT","REG","ALT.REG",0.0082,"N"
"ALT","REN","ALT.REN",NA,"N"
"ALT","REP","ALT.REP",NA,"N"
"ALT","RHO","ALT.RHO",0.0019,"N"
"ALT","RHY","ALT.RHY",NA,"N"
"ALT","RIP","ALT.RIP",0,"N"
"ALT","RKS","ALT.RKS",0.1256,"Y"
"ALT","RKT","ALT.RKT",0.0155,"N"
"ALT","RLF","ALT.RLF",0,"N"
"ALT","RPC","ALT.RPC",0,"N"
"ALT","RSH","ALT.RSH",0,"N"
"ALT","RSO","ALT.RSO",0.02,"N"
"ALT","RUF","ALT.RUF",NA,"N"
"ALT","SAS","ALT.SAS",NA,"N"
"ALT","SCA","ALT.SCA",0.01,"N"
"ALT","SCH","ALT.SCH",NA,"N"
"ALT","SCR","ALT.SCR",NA,"N"
"ALT","SCT","ALT.SCT",0,"N"
"ALT","SCU","ALT.SCU",NA,"N"
"ALT","SEM","ALT.SEM",0,"N"
"ALT","SEQ","ALT.SEQ",0,"N"
"ALT","SER","ALT.SER",NA,"N"
"ALT","SGG","ALT.SGG",NA,"N"
"ALT","SHB","ALT.SHB",0,"N"
"ALT","SHC","ALT.SHC",0,"N"
"ALT","SHO","ALT.SHO",NA,"N"
"ALT","SKF","ALT.SKF",0,"N"
"ALT","SKR","ALT.SKR",NA,"N"
"ALT","SKW","ALT.SKW",NA,"N"
"ALT","SLI","ALT.SLI",NA,"N"
"ALT","SLT","ALT.SLT",NA,"N"
"ALT","SLV","ALT.SLV",NA,"N"
"ALT","SMB","ALT.SMB",NA,"N"
"ALT","SNW","ALT.SNW",NA,"N"
"ALT","SOG","ALT.SOG",0.0189,"N"
"ALT","SON","ALT.SON",0,"N"
"ALT","SOP","ALT.SOP",0,"N"
"ALT","SPE","ALT.SPE",0.0142,"N"
"ALT","SPO","ALT.SPO",NA,"N"
"ALT","SQE","ALT.SQE",0.0268,"N"
"ALT","SQL","ALT.SQL",NA,"N"
"ALT","SQU","ALT.SQU",NA,"N"
"ALT","STV","ALT.STV",0,"N"
"ALT","SUM","ALT.SUM",0,"N"
"ALT","SUP","ALT.SUP",0.0295,"N"
"ALT","SUR","ALT.SUR",0,"N"
"ALT","SVD","ALT.SVD",0,"N"
"ALT","SYM","ALT.SYM",NA,"N"
"ALT","TAB","ALT.TAB",NA,"N"
"ALT","TAF","ALT.TAF",0,"N"
"ALT","TAL","ALT.TAL",0,"N"
"ALT","TAM","ALT.TAM",0,"N"
"ALT","TAT","ALT.TAT",NA,"N"
"ALT","TAW","ALT.TAW",0,"N"
"ALT","TBA","ALT.TBA",NA,"N"
"ALT","TDL","ALT.TDL",0.0196,"N"
"ALT","TDM","ALT.TDM",NA,"N"
"ALT","TDO","ALT.TDO",0,"N"
"ALT","THU","ALT.THU",NA,"N"
"ALT","TIP","ALT.TIP",NA,"N"
"ALT","TOG","ALT.TOG",0.0194,"N"
"ALT","TON","ALT.TON",NA,"N"
"ALT","TOR","ALT.TOR",0,"N"
"ALT","TRE","ALT.TRE",NA,"N"
"ALT","TRY","ALT.TRY",NA,"N"
"ALT","TST","ALT.TST",0.0179,"N"
"ALT","TTM","ALT.TTM",0.0211,"N"
"ALT","TUF","ALT.TUF",0,"N"
"ALT","TUK","ALT.TUK",0,"N"
"ALT","TUL","ALT.TUL",0,"N"
"ALT","TUN","ALT.TUN",0.0373,"N"
"ALT","TUX","ALT.TUX",0,"N"
"ALT","TWE","ALT.TWE",NA,"N"
"ALT","TWO","ALT.TWO",NA,"N"
"ALT","UHF","ALT.UHF",NA,"N"
"ALT","URP","ALT.URP",NA,"N"
"ALT","URS","ALT.URS",NA,"N"
"ALT","UVE","ALT.UVE",0.0053,"N"
"ALT","VAM","ALT.VAM",NA,"N"
"ALT","VBE","ALT.VBE",0.0184,"N"
"ALT","VEC","ALT.VEC",NA,"N"
"ALT","VEG","ALT.VEG",NA,"N"
"ALT","VEN","ALT.VEN",NA,"N"
"ALT","VLT","ALT.VLT",0.1324,"Y"
"ALT","WAC","ALT.WAC",0,"N"
"ALT","WAN","ALT.WAN",NA,"N"
"ALT","WED","ALT.WED",NA,"N"
"ALT","WEE","ALT.WEE",NA,"N"
"ALT","WES","ALT.WES",0,"N"
"ALT","WHE","ALT.WHE",0,"N"
"ALT","WHL","ALT.WHL",0.0191,"N"
"ALT","WHN","ALT.WHN",0,"N"
"ALT","WHO","ALT.WHO",0.0022,"N"
"ALT","WHT","ALT.WHT",0.2604,"Y"
"ALT","WHZ","ALT.WHZ",0.0325,"N"
"ALT","WIF","ALT.WIF",NA,"N"
"ALT","WIY","ALT.WIY",0.0175,"N"
"ALT","WLB","ALT.WLB",NA,"N"
"ALT","WLV","ALT.WLV",0.0128,"N"
"ALT","WNG","ALT.WNG",0.0109,"N"
"ALT","WOF","ALT.WOF",0.005,"N"
"ALT","WOM","ALT.WOM",NA,"N"
"ALT","WON","ALT.WON",0,"N"
"ALT","WOP","ALT.WOP",0,"N"
"ALT","WPY","ALT.WPY",0,"N"
"ALT","WYL","ALT.WYL",NA,"N"
"ALT","YAD","ALT.YAD",NA,"N"
"ALT","YAN","ALT.YAN",NA,"N"
"ALT","YIN","ALT.YIN",NA,"N"
"ALT","YOG","ALT.YOG",NA,"N"
"ALT","ZAG","ALT.ZAG",NA,"N"
"ALT","ZEP","ALT.ZEP",0,"N"
"ALT","ZIG","ALT.ZIG",NA,"N"
"ALT","ZIP","ALT.ZIP",0,"N"
"ALT","ZOE","ALT.ZOE",NA,"N"
"AMA","AMO","AMA.AMO",NA,"N"
"AMA","AMP","AMA.AMP",NA,"N"
"AMA","ANE","AMA.ANE",NA,"N"
"AMA","ARI","AMA.ARI",NA,"N"
"AMA","ASN","AMA.ASN",NA,"N"
"AMA","ATC","AMA.ATC",NA,"N"
"AMA","ATH","AMA.ATH",NA,"N"
"AMA","ATW","AMA.ATW",NA,"N"
"AMA","BAD","AMA.BAD",NA,"N"
"AMA","BAN","AMA.BAN",NA,"N"
"AMA","BAY","AMA.BAY",NA,"N"
"AMA","BES","AMA.BES",NA,"N"
"AMA","BIS","AMA.BIS",NA,"N"
"AMA","BLB","AMA.BLB",NA,"N"
"AMA","BLI","AMA.BLI",NA,"N"
"AMA","BLK","AMA.BLK",NA,"N"
"AMA","BLM","AMA.BLM",NA,"N"
